Date,Sentiment
01-30-2020,-0.10964349999999995
02-28-2020,-0.037007999999999985
03-30-2020,0.06060700000000002
04-29-2020,-0.6862965
05-30-2020,-0.428146
06-29-2020,-0.4504745
07-30-2020,-0.3605305
08-30-2020,-0.7068635
09-29-2020,-0.431806
10-30-2020,-0.464677
11-29-2020,0.0
12-30-2020,0.151413
01-30-2021,0.0
02-27-2021,-0.2474505
03-30-2021,-0.369049
04-29-2021,-0.385042
05-23-2021,-0.8279265
