,Datetime,Tweet Id,Text
0,2021-02-27 23:59:59+00:00,1365813964756692993,"Are you ready to roll your sleeve up for the COVID-19 vaccine? 

Each state has its own registration and vaccination plan. 

Learn about the COVID-19 Vaccination Program and find information on how and when you can get vaccinated in your area. https://t.co/6CXeIOhS7E"
1,2021-02-27 23:59:58+00:00,1365813962739179523,U.S. authorizes Johnson &amp; Johnson’s COVID-19 vaccine By Reuters https://t.co/T1qzs5cVni
