,Datetime,Tweet Id,Text
0,2020-01-30 23:41:32+00:00,1223028503312064519,@TonyMurega I am no monster.
1,2020-01-30 23:39:29+00:00,1223027988696092673,Worth a thousand words #nCoV #CoronavirusOutbreak #coronavirusPH https://t.co/6lXjiEdtMH
