,Datetime,Tweet Id,Text
0,2020-05-04 23:59:59+00:00,1257459993361764353,"In @AustralianM, Claroty Co-founder @GalinaAntova explains what manufacturers need to know about the impact of COVID-19 on Industry 4.0 and how IT-OT network integration comes into play: https://t.co/xzxMLo5Xrt"
1,2020-05-04 23:59:59+00:00,1257459993353338880,"How COVID-19 is affecting notifications and ads in newsletters

https://t.co/bclZgdZUWC  

#customer #engagement #consumerbehavior #marketing #website #tech"
