,Datetime,Tweet Id,Text
0,2020-03-30 23:59:59+00:00,1244776419844030464,"#NationalDoctorsDay couldn't come at a better time to unite and recognize the incredible health care community. We know you’re putting in long hours, missing quality family time, and scrounging for supplies to fight #COVID19, and we thank you from the bottom of our hearts. https://t.co/e8lBp65yO3"
1,2020-03-30 23:59:59+00:00,1244776419676303365,Health Workers Study #SignLanguage to Care for #Deaf COVID-19 Patients https://t.co/imoFWhCBBg
